lenderNames,productNames,loanAmtLenderMax2,minLenderCreditScore2,state,veteran,foreclosure,capacity
Lender 135,Home Equity,290000,710,North Carolina,No,No,18
Lender 38,Purchase,260000,690,Iowa,No,No,15
Lender 122,ReFi,300000,620,Illinois,No,No,20
Lender 68,Home Equity,280000,630,New York,Yes,No,37
Lender 41,Auto,300000,690,Vermont,No,No,9
Lender 18,Purchase,230000,590,Rhode Island,No,Yes,8
Lender 130,ReFi,360000,660,Idaho,No,No,32
Lender 168,Purchase,340000,640,Oregon,No,Yes,14
Lender 317,ReFi,260000,610,West Virginia,No,No,20
Lender 202,Home Equity,280000,610,Georgia,Yes,Yes,42
Lender 160,ReFi,300000,790,Nebraska,No,No,41
Lender 219,Purchase,290000,690,Nevada,No,Yes,0
Lender 115,ReFi,310000,670,North Dakota,No,No,11
Lender 122,ReFi,310000,640,Massachusetts,No,No,50
Lender 218,Purchase,330000,630,Minnesota,No,Yes,24
Lender 340,Home Equity,260000,680,Tennessee,Yes,No,12
Lender 306,Purchase,350000,740,California,Yes,Yes,2
Lender 8,Auto,330000,700,Virginia,Yes,Yes,5
Lender 125,Home Equity,260000,620,Wyoming,No,Yes,34
Lender 18,Home Equity,270000,670,Rhode Island,Yes,No,34
Lender 155,Auto,350000,640,Nebraska,No,No,1
Lender 229,ReFi,270000,680,New Jersey,No,No,1
Lender 92,Auto,410000,600,Delaware,Yes,No,35
Lender 362,ReFi,300000,620,Michigan,No,Yes,36
Lender 252,ReFi,290000,570,Texas,Yes,Yes,46
Lender 323,ReFi,260000,630,Connecticut,No,No,13
Lender 288,Auto,320000,640,Maryland,No,No,29
Lender 180,Auto,350000,730,Delaware,Yes,No,16
Lender 108,Purchase,300000,730,Arizona,Yes,No,25
Lender 372,Auto,280000,700,South Carolina,No,Yes,42
Lender 274,Home Equity,370000,580,Tennessee,Yes,Yes,26
Lender 69,Auto,270000,690,Connecticut,Yes,Yes,19
Lender 201,ReFi,230000,690,Hawaii,No,No,46
Lender 129,Home Equity,270000,670,Arkansas,Yes,Yes,24
Lender 58,Purchase,330000,630,South Carolina,Yes,No,1
Lender 250,Purchase,260000,690,West Virginia,Yes,Yes,32
Lender 243,ReFi,350000,640,Washington,Yes,Yes,17
Lender 75,ReFi,340000,540,Montana,Yes,No,10
Lender 36,Auto,310000,690,Arizona,No,No,5
Lender 287,Auto,400000,700,Minnesota,No,No,18
Lender 189,ReFi,320000,650,California,No,No,47
Lender 296,Purchase,280000,690,Idaho,Yes,No,7
Lender 9,Home Equity,310000,670,Kansas,No,Yes,39
Lender 341,Home Equity,320000,660,Missouri,Yes,No,8
Lender 301,Purchase,260000,590,Montana,Yes,No,5
Lender 193,ReFi,340000,640,New Hampshire,Yes,No,19
Lender 398,ReFi,350000,680,New Hampshire,Yes,Yes,48
Lender 121,ReFi,350000,620,Maine,Yes,Yes,6
Lender 23,Purchase,280000,740,Oklahoma,No,No,8
Lender 371,Auto,230000,590,Indiana,Yes,No,45
Lender 327,Home Equity,380000,720,Tennessee,Yes,No,33
Lender 43,ReFi,240000,680,Nebraska,No,No,39
Lender 201,Auto,360000,700,Kentucky,Yes,No,46
Lender 146,Home Equity,290000,700,Washington,No,Yes,41
Lender 100,Purchase,310000,690,Montana,No,Yes,49
Lender 100,Auto,270000,600,Michigan,Yes,No,30
Lender 133,Home Equity,280000,710,Louisiana,Yes,Yes,35
Lender 140,Auto,380000,700,Pennsylvania,No,Yes,36
Lender 115,Home Equity,350000,680,Utah,Yes,Yes,33
Lender 376,Purchase,340000,750,Kentucky,No,No,37
Lender 109,Home Equity,320000,580,Maryland,No,Yes,2
Lender 40,Auto,280000,660,Ohio,Yes,No,26
Lender 133,ReFi,310000,630,Montana,Yes,No,30
Lender 92,Home Equity,290000,670,Vermont,No,No,25
Lender 156,Home Equity,270000,600,Virginia,No,No,15
Lender 305,Auto,270000,690,Connecticut,No,Yes,19
Lender 60,Purchase,290000,670,Kentucky,No,Yes,41
Lender 137,Home Equity,270000,670,Florida,Yes,Yes,35
Lender 381,Auto,260000,620,Connecticut,Yes,No,0
Lender 225,Purchase,250000,700,Pennsylvania,No,Yes,42
Lender 331,Purchase,340000,650,Colorado,Yes,No,41
Lender 167,Auto,240000,660,Michigan,Yes,No,9
Lender 395,Home Equity,400000,680,Washington,Yes,Yes,42
Lender 276,Home Equity,280000,640,Mississippi,Yes,No,34
Lender 96,Home Equity,290000,670,Minnesota,No,Yes,42
Lender 322,Purchase,280000,720,Massachusetts,Yes,Yes,37
Lender 232,ReFi,270000,750,Rhode Island,Yes,No,11
Lender 30,Home Equity,320000,730,Idaho,No,Yes,0
Lender 203,Purchase,300000,580,Maine,Yes,Yes,16
Lender 207,Purchase,360000,750,Virginia,Yes,Yes,8
Lender 397,Purchase,310000,730,New Jersey,Yes,No,31
Lender 298,Purchase,310000,680,Michigan,No,No,33
Lender 328,ReFi,300000,610,Tennessee,Yes,Yes,33
Lender 209,Home Equity,330000,690,Kansas,No,Yes,47
Lender 96,ReFi,290000,540,Oklahoma,Yes,No,21
Lender 292,Purchase,300000,630,Ohio,Yes,Yes,4
Lender 222,Purchase,340000,620,Rhode Island,Yes,Yes,19
Lender 79,Home Equity,320000,710,Ohio,Yes,Yes,17
Lender 244,Home Equity,280000,720,Louisiana,No,Yes,14
Lender 96,Purchase,290000,580,Rhode Island,No,No,17
Lender 219,ReFi,320000,590,Mississippi,No,No,3
Lender 218,Auto,330000,650,Kansas,No,Yes,37
Lender 101,Home Equity,280000,690,Delaware,Yes,No,49
Lender 239,Purchase,240000,650,Kansas,No,Yes,29
Lender 36,Auto,300000,610,Nevada,Yes,No,42
Lender 322,ReFi,330000,670,Arizona,Yes,No,36
Lender 149,Home Equity,280000,710,Virginia,No,Yes,0
Lender 112,ReFi,310000,650,Connecticut,No,No,22
Lender 193,Purchase,240000,720,Louisiana,No,Yes,26
Lender 342,Auto,250000,670,Georgia,Yes,No,11
Lender 105,ReFi,330000,700,Alabama,No,No,17
Lender 92,Auto,350000,650,Connecticut,No,Yes,18
Lender 122,Auto,330000,740,Nevada,No,No,10
Lender 28,Home Equity,300000,750,Utah,No,No,21
Lender 183,ReFi,300000,620,Minnesota,Yes,No,5
Lender 61,Auto,310000,650,Illinois,No,Yes,4
Lender 48,Purchase,310000,710,Delaware,Yes,No,30
Lender 197,Purchase,300000,670,Montana,No,No,4
Lender 195,Auto,360000,640,Colorado,No,No,7
Lender 318,ReFi,260000,630,Montana,Yes,No,30
Lender 266,Home Equity,320000,640,Nebraska,Yes,Yes,32
Lender 149,Purchase,240000,610,Minnesota,No,No,21
Lender 362,Home Equity,280000,610,Alaska,Yes,Yes,18
Lender 339,Purchase,300000,740,Colorado,Yes,Yes,38
Lender 25,Purchase,320000,670,New Mexico,No,Yes,47
Lender 202,Auto,360000,580,Virginia,No,Yes,27
Lender 302,Purchase,330000,680,Nevada,Yes,No,45
Lender 183,ReFi,280000,730,Maine,No,Yes,46
Lender 19,Home Equity,270000,650,Georgia,Yes,No,7
Lender 122,Home Equity,320000,670,Maryland,Yes,Yes,11
Lender 307,Auto,310000,740,Indiana,No,No,0
Lender 242,Home Equity,250000,650,Maryland,No,Yes,10
Lender 54,Purchase,290000,560,Hawaii,No,Yes,34
Lender 371,ReFi,280000,650,New Jersey,No,Yes,38
Lender 65,Home Equity,310000,720,Texas,No,Yes,10
Lender 208,Auto,330000,760,Tennessee,Yes,No,38
Lender 188,Purchase,260000,700,Texas,Yes,No,16
Lender 220,ReFi,320000,630,South Carolina,No,No,6
Lender 361,Purchase,290000,790,Illinois,No,Yes,32
Lender 141,Purchase,310000,580,Nevada,No,Yes,19
Lender 320,Purchase,320000,620,New Jersey,No,No,2
Lender 284,Purchase,320000,710,Georgia,No,No,49
Lender 67,Purchase,330000,610,New York,No,Yes,46
Lender 249,Home Equity,260000,650,Pennsylvania,No,Yes,6
Lender 400,Auto,300000,630,Maryland,No,Yes,17
Lender 159,Home Equity,280000,590,Idaho,Yes,Yes,13
Lender 1,ReFi,340000,680,Missouri,Yes,Yes,14
Lender 100,ReFi,270000,750,Indiana,No,Yes,31
Lender 252,ReFi,290000,670,Missouri,Yes,Yes,43
Lender 166,Home Equity,230000,700,California,Yes,Yes,20
Lender 255,Purchase,290000,700,Mississippi,Yes,Yes,38
Lender 164,Auto,290000,680,Kansas,Yes,No,17
Lender 278,ReFi,300000,680,California,No,No,0
Lender 151,Auto,350000,700,Idaho,Yes,No,23
Lender 141,Auto,240000,730,North Dakota,No,Yes,13
Lender 238,Home Equity,260000,700,Florida,Yes,Yes,25
Lender 132,Auto,220000,640,Wyoming,No,No,33
Lender 37,ReFi,280000,590,Kentucky,Yes,No,2
Lender 100,Auto,270000,730,Florida,No,No,28
Lender 172,Home Equity,330000,600,Pennsylvania,No,Yes,5
Lender 75,ReFi,290000,690,Ohio,Yes,Yes,47
Lender 246,Home Equity,320000,650,Nebraska,No,Yes,44
Lender 52,Purchase,310000,560,New Jersey,Yes,No,36
Lender 359,ReFi,310000,680,Idaho,Yes,Yes,38
Lender 131,ReFi,300000,670,Rhode Island,Yes,Yes,8
Lender 384,Auto,240000,680,New York,Yes,No,20
Lender 3,Home Equity,340000,750,New Hampshire,No,No,24
Lender 5,Home Equity,230000,670,California,Yes,Yes,49
Lender 42,ReFi,300000,610,Missouri,No,No,30
Lender 255,ReFi,300000,670,New Jersey,Yes,Yes,27
Lender 188,Auto,310000,720,North Carolina,No,Yes,36
Lender 137,Home Equity,270000,670,Connecticut,No,No,7
Lender 370,Auto,310000,710,Wyoming,Yes,No,16
Lender 266,Home Equity,330000,680,Colorado,Yes,No,48
Lender 232,Home Equity,340000,680,California,Yes,Yes,45
Lender 13,ReFi,340000,650,Texas,No,Yes,11
Lender 161,Purchase,270000,720,New Mexico,No,Yes,37
Lender 287,ReFi,310000,620,Tennessee,No,No,20
Lender 200,Home Equity,290000,690,Rhode Island,Yes,Yes,32
Lender 228,Auto,300000,740,Indiana,No,Yes,12
Lender 379,ReFi,270000,680,Rhode Island,No,Yes,6
Lender 5,Auto,270000,590,Oklahoma,Yes,Yes,9
Lender 207,ReFi,300000,590,Nebraska,Yes,Yes,5
Lender 108,Home Equity,310000,690,Georgia,Yes,No,31
Lender 36,Home Equity,310000,750,Nebraska,Yes,No,42
Lender 308,Auto,300000,700,Kentucky,No,Yes,4
Lender 350,ReFi,290000,650,Minnesota,No,No,49
Lender 323,ReFi,270000,730,Florida,Yes,No,47
Lender 181,ReFi,320000,550,New Mexico,No,Yes,46
Lender 14,Home Equity,380000,610,Wyoming,No,No,46
Lender 387,ReFi,270000,710,Michigan,Yes,Yes,26
Lender 175,Purchase,320000,630,Vermont,No,No,41
Lender 308,ReFi,270000,640,Missouri,No,Yes,47
Lender 302,Home Equity,290000,730,Kentucky,No,Yes,11
Lender 227,Purchase,310000,620,Kansas,Yes,Yes,37
Lender 321,Auto,330000,730,Georgia,Yes,No,37
Lender 357,Purchase,280000,640,California,No,Yes,47
Lender 324,Purchase,250000,600,New Hampshire,No,No,7
Lender 293,Auto,310000,700,California,Yes,Yes,13
Lender 141,Purchase,250000,690,Delaware,No,No,10
Lender 87,Home Equity,290000,710,Connecticut,No,Yes,25
Lender 54,Home Equity,330000,630,Indiana,Yes,Yes,29
Lender 76,Purchase,330000,630,Delaware,No,No,10
Lender 277,ReFi,260000,760,Georgia,Yes,No,31
Lender 176,Home Equity,330000,660,Kentucky,Yes,No,29
Lender 261,Home Equity,310000,590,Idaho,No,No,43
Lender 95,Auto,310000,730,Arizona,Yes,No,36
Lender 184,Purchase,300000,610,New Hampshire,No,Yes,26
Lender 53,Auto,340000,670,Kansas,No,Yes,29
Lender 388,Purchase,260000,600,Colorado,Yes,Yes,10
Lender 319,ReFi,370000,650,New Hampshire,Yes,No,17
Lender 210,Home Equity,300000,690,New Hampshire,Yes,Yes,30
Lender 301,Purchase,260000,620,Montana,No,Yes,13
Lender 235,Purchase,250000,640,Iowa,No,Yes,33
Lender 168,ReFi,340000,590,Louisiana,No,Yes,6
Lender 224,Home Equity,290000,640,Florida,No,No,5
Lender 303,Home Equity,330000,710,Rhode Island,No,No,7
Lender 292,Purchase,260000,650,Oregon,Yes,Yes,32
Lender 58,Purchase,300000,630,Nevada,Yes,No,1
Lender 211,Auto,290000,620,Arkansas,No,No,5
Lender 206,ReFi,270000,640,Texas,No,Yes,47
Lender 231,Purchase,300000,650,Wyoming,No,No,49
Lender 118,Purchase,290000,690,North Dakota,No,No,41
Lender 121,Auto,310000,680,South Dakota,No,Yes,4
Lender 367,ReFi,320000,550,Pennsylvania,No,No,38
Lender 179,Purchase,300000,710,Washington,No,No,34
Lender 274,Purchase,240000,640,Arizona,Yes,Yes,26
Lender 9,Home Equity,270000,620,Nevada,No,Yes,21
Lender 46,ReFi,290000,620,New York,Yes,No,37
Lender 311,ReFi,290000,740,Oregon,Yes,No,11
Lender 85,Purchase,290000,700,Oklahoma,No,No,31
Lender 298,Purchase,270000,650,Nebraska,Yes,No,4
Lender 155,Purchase,320000,710,Kentucky,Yes,No,31
Lender 256,Home Equity,290000,710,New Jersey,Yes,Yes,10
Lender 290,ReFi,300000,640,Indiana,No,Yes,30
Lender 310,Purchase,260000,590,Arizona,No,Yes,17
Lender 340,Home Equity,320000,680,California,No,No,1
Lender 4,Home Equity,260000,710,Mississippi,No,No,22
Lender 146,Purchase,290000,730,Montana,Yes,Yes,23
Lender 243,Purchase,310000,600,Delaware,No,Yes,0
Lender 130,Auto,320000,680,Wisconsin,No,No,47
Lender 12,Purchase,310000,750,California,No,No,31
Lender 23,Purchase,340000,660,Washington,Yes,Yes,40
Lender 38,Auto,260000,680,New Jersey,Yes,Yes,43
Lender 261,ReFi,280000,740,Virginia,No,Yes,13
Lender 374,Home Equity,370000,660,Washington,No,Yes,12
Lender 3,ReFi,330000,690,Connecticut,Yes,Yes,37
Lender 292,Auto,310000,610,Michigan,Yes,No,40
Lender 113,ReFi,310000,660,Alaska,Yes,Yes,28
Lender 133,ReFi,330000,630,California,No,Yes,47
Lender 395,Home Equity,330000,600,Illinois,Yes,Yes,44
Lender 263,Home Equity,280000,720,North Carolina,Yes,No,33
Lender 363,ReFi,270000,730,Washington,Yes,No,0
Lender 43,Purchase,280000,680,New Mexico,Yes,No,1
Lender 400,Purchase,290000,750,Missouri,Yes,No,10
Lender 22,Purchase,360000,600,Alaska,No,No,16
Lender 375,Purchase,290000,690,Indiana,No,No,45
Lender 43,Auto,290000,640,Massachusetts,Yes,No,17
Lender 100,ReFi,270000,580,Kansas,No,Yes,31
Lender 99,Auto,280000,670,Maine,No,Yes,18
Lender 371,Auto,370000,620,Oklahoma,Yes,Yes,10
Lender 332,Purchase,320000,580,New Hampshire,Yes,Yes,16
Lender 152,Home Equity,320000,660,Michigan,Yes,Yes,42
Lender 218,Purchase,310000,620,Kentucky,Yes,No,23
Lender 61,Auto,320000,730,Colorado,Yes,Yes,32
Lender 183,Auto,290000,680,Wyoming,Yes,Yes,38
Lender 23,ReFi,280000,680,Colorado,No,Yes,42
Lender 143,ReFi,280000,690,Florida,Yes,Yes,48
Lender 158,Purchase,310000,630,Alaska,No,Yes,41
Lender 152,Purchase,250000,600,West Virginia,No,Yes,13
Lender 143,ReFi,260000,620,New York,Yes,Yes,26
Lender 344,Purchase,370000,590,Oklahoma,No,Yes,18
Lender 217,ReFi,300000,680,Virginia,Yes,No,19
Lender 269,Purchase,270000,650,Florida,No,Yes,49
Lender 130,Purchase,370000,650,Maine,No,Yes,43
Lender 48,Purchase,280000,660,Florida,No,Yes,47
Lender 70,ReFi,260000,690,Indiana,Yes,No,19
Lender 68,Auto,350000,670,Tennessee,Yes,Yes,40
Lender 334,Purchase,330000,670,New York,No,No,18
Lender 248,Auto,280000,590,Alabama,No,Yes,3
Lender 25,Purchase,240000,620,Oregon,Yes,Yes,34
Lender 282,Auto,310000,600,Maine,Yes,Yes,42
Lender 157,Purchase,290000,680,Georgia,Yes,Yes,35
Lender 22,Purchase,360000,590,Washington,Yes,No,37
Lender 189,ReFi,310000,720,Wisconsin,Yes,Yes,25
Lender 297,ReFi,260000,630,Arizona,No,No,3
Lender 120,Home Equity,330000,730,Alaska,Yes,No,13
Lender 171,Purchase,280000,670,Virginia,No,Yes,20
Lender 363,ReFi,250000,630,Massachusetts,No,No,15
Lender 98,Auto,310000,620,Maine,No,No,6
Lender 235,ReFi,290000,680,Hawaii,Yes,No,12
Lender 118,Auto,320000,600,New Jersey,No,Yes,44
Lender 359,Auto,330000,590,Nevada,No,Yes,17
Lender 210,ReFi,300000,730,North Carolina,Yes,Yes,47
Lender 102,Home Equity,260000,630,Minnesota,No,Yes,9
Lender 218,Purchase,290000,720,Washington,No,No,4
Lender 236,ReFi,200000,640,New Jersey,No,No,47
Lender 261,Purchase,310000,690,Indiana,No,Yes,36
Lender 212,Home Equity,310000,620,Kentucky,No,Yes,50
Lender 218,ReFi,290000,800,West Virginia,No,No,20
Lender 66,Purchase,290000,700,Wyoming,No,Yes,2
Lender 84,Home Equity,320000,670,Tennessee,No,Yes,26
Lender 145,Purchase,240000,660,Tennessee,Yes,No,18
Lender 295,ReFi,310000,570,Virginia,Yes,No,34
Lender 357,ReFi,350000,770,North Carolina,No,No,19
Lender 337,ReFi,220000,660,New Mexico,No,No,21
Lender 314,Auto,320000,650,Illinois,No,Yes,38
Lender 183,Home Equity,320000,710,Tennessee,Yes,Yes,13
Lender 209,Auto,350000,730,Minnesota,Yes,No,46
Lender 360,Auto,280000,700,Ohio,No,No,19
Lender 152,ReFi,260000,760,Maryland,Yes,Yes,27
Lender 275,Purchase,280000,600,Mississippi,Yes,Yes,42
Lender 395,Auto,360000,680,New Jersey,Yes,Yes,38
Lender 103,ReFi,290000,650,Texas,No,No,27
Lender 167,Home Equity,290000,560,North Carolina,No,Yes,23
Lender 222,Auto,250000,610,Vermont,No,No,31
Lender 379,Purchase,290000,720,New Jersey,No,Yes,13
Lender 218,ReFi,300000,560,Ohio,No,No,31
Lender 176,Home Equity,290000,660,Alaska,Yes,Yes,12
Lender 146,Home Equity,270000,690,Connecticut,No,No,18
Lender 305,ReFi,290000,620,Delaware,Yes,Yes,46
Lender 116,Auto,300000,660,Pennsylvania,No,Yes,38
Lender 283,Auto,260000,650,California,Yes,Yes,0
Lender 277,Auto,250000,680,Iowa,No,No,36
Lender 369,Purchase,320000,720,Utah,No,No,18
Lender 210,ReFi,300000,690,Alabama,No,No,36
Lender 256,Auto,340000,600,Indiana,Yes,Yes,47
Lender 174,ReFi,250000,710,Oklahoma,Yes,No,19
Lender 321,Home Equity,340000,770,New Jersey,Yes,No,10
Lender 116,Home Equity,260000,680,Arkansas,No,Yes,49
Lender 299,ReFi,290000,650,Maryland,Yes,No,21
Lender 50,Purchase,270000,690,Michigan,No,No,13
Lender 123,Purchase,320000,630,Connecticut,No,Yes,39
Lender 391,Auto,270000,630,Washington,No,Yes,39
Lender 69,Purchase,280000,660,Missouri,Yes,No,42
Lender 11,Home Equity,250000,730,Ohio,No,Yes,27
Lender 390,Auto,230000,770,New Jersey,Yes,No,12
Lender 338,Home Equity,290000,590,Utah,Yes,Yes,4
Lender 137,ReFi,230000,670,Arizona,Yes,No,6
Lender 359,Purchase,290000,660,Hawaii,Yes,No,27
Lender 137,Home Equity,270000,730,West Virginia,Yes,Yes,10
Lender 347,Purchase,290000,680,North Dakota,No,Yes,28
Lender 150,Home Equity,300000,600,North Carolina,No,No,37
Lender 395,ReFi,320000,780,Idaho,Yes,Yes,9
Lender 310,ReFi,260000,710,Alabama,No,No,9
Lender 259,Auto,280000,650,Louisiana,No,Yes,29
Lender 325,ReFi,310000,610,Hawaii,No,Yes,10
Lender 149,Purchase,250000,730,Missouri,No,No,41
Lender 200,Purchase,330000,790,Minnesota,Yes,No,35
Lender 33,Auto,290000,600,Ohio,Yes,No,20
Lender 166,Home Equity,340000,700,Illinois,No,No,15
Lender 59,ReFi,260000,690,Arizona,No,No,48
Lender 143,Auto,270000,660,Washington,No,Yes,33
Lender 25,ReFi,330000,700,Georgia,No,Yes,22
Lender 91,Auto,300000,710,New Mexico,No,Yes,10
Lender 195,Auto,350000,670,Pennsylvania,Yes,Yes,17
Lender 241,Home Equity,300000,720,South Carolina,Yes,No,1
Lender 37,Auto,370000,670,Massachusetts,No,Yes,42
Lender 195,ReFi,350000,640,New Mexico,No,No,22
Lender 129,Auto,250000,680,Virginia,No,No,9
Lender 313,ReFi,320000,610,Delaware,Yes,Yes,45
Lender 35,ReFi,330000,760,Connecticut,No,Yes,35
Lender 295,Home Equity,310000,620,Michigan,Yes,Yes,12
Lender 160,Auto,300000,590,Nebraska,No,Yes,14
Lender 373,ReFi,300000,580,South Dakota,Yes,No,17
Lender 156,Auto,330000,670,Delaware,No,Yes,30
Lender 242,Auto,290000,730,Delaware,No,No,31
Lender 156,Auto,250000,690,Ohio,No,No,0
Lender 283,ReFi,310000,630,South Carolina,No,Yes,6
Lender 35,Auto,340000,670,Vermont,Yes,No,41
Lender 154,ReFi,300000,660,Alaska,Yes,Yes,28
Lender 180,Purchase,270000,620,Oklahoma,Yes,Yes,49
Lender 39,ReFi,290000,610,New Hampshire,Yes,No,23
Lender 113,Auto,250000,720,Nebraska,No,Yes,50
Lender 151,Purchase,270000,590,Idaho,No,Yes,37
Lender 130,Home Equity,320000,690,Louisiana,Yes,No,22
Lender 400,Home Equity,300000,680,Alaska,Yes,No,22
Lender 42,Home Equity,350000,710,Utah,Yes,No,41
Lender 385,Purchase,300000,660,Massachusetts,No,No,32
Lender 260,ReFi,280000,650,Texas,No,Yes,49
Lender 272,Auto,330000,620,Ohio,Yes,Yes,28
Lender 211,Purchase,320000,510,Nevada,No,Yes,45
Lender 183,Purchase,340000,720,North Carolina,No,Yes,43
Lender 68,Home Equity,220000,690,Montana,No,Yes,34
Lender 42,Home Equity,260000,680,Delaware,No,Yes,25
Lender 239,Home Equity,320000,630,Connecticut,No,No,39
Lender 199,Auto,320000,680,West Virginia,Yes,Yes,50
Lender 89,Auto,270000,660,Wisconsin,Yes,No,20
Lender 159,Home Equity,300000,640,South Dakota,Yes,No,13
Lender 256,Auto,230000,720,Oregon,No,Yes,37
Lender 332,Home Equity,300000,750,Montana,Yes,No,25
Lender 170,Purchase,320000,650,Massachusetts,Yes,Yes,28
Lender 104,Home Equity,260000,670,Minnesota,No,No,46
Lender 49,Purchase,320000,590,Florida,No,Yes,8
Lender 14,ReFi,250000,650,Virginia,No,No,2
Lender 356,Purchase,230000,600,Iowa,No,No,49
Lender 275,Home Equity,340000,660,Texas,No,Yes,45
Lender 247,ReFi,320000,620,Maine,No,No,28
Lender 40,ReFi,320000,700,Montana,No,Yes,10
Lender 207,Purchase,220000,570,Maryland,Yes,No,32
Lender 263,ReFi,270000,670,Utah,Yes,No,0
Lender 228,Home Equity,360000,650,Maryland,Yes,Yes,1
Lender 169,Purchase,380000,610,Connecticut,No,Yes,37
Lender 374,Purchase,290000,660,New Jersey,No,No,5
Lender 178,ReFi,280000,650,Wisconsin,No,Yes,36
Lender 6,ReFi,310000,700,Wyoming,No,No,10
Lender 315,ReFi,270000,670,Alaska,Yes,No,7
Lender 224,ReFi,220000,670,New Jersey,No,No,45
Lender 365,Purchase,310000,670,Colorado,No,Yes,38
Lender 78,Auto,290000,640,New York,No,No,16
Lender 168,ReFi,320000,480,Washington,No,Yes,26
Lender 277,Purchase,290000,630,West Virginia,Yes,No,37
Lender 57,Home Equity,320000,700,Kansas,Yes,Yes,40
Lender 63,ReFi,270000,720,Michigan,Yes,No,47
Lender 212,Home Equity,230000,650,Idaho,No,Yes,5
Lender 163,Home Equity,290000,740,Iowa,No,Yes,46
Lender 385,Auto,310000,720,New Mexico,Yes,No,37
Lender 347,ReFi,280000,680,North Carolina,No,No,43
Lender 134,Home Equity,280000,660,Oregon,Yes,Yes,21
Lender 295,Home Equity,260000,690,California,No,Yes,4
Lender 49,Purchase,350000,700,North Dakota,Yes,No,22
Lender 151,Home Equity,290000,750,Washington,Yes,Yes,30
Lender 275,ReFi,280000,670,North Carolina,No,No,4
Lender 163,ReFi,340000,670,Connecticut,No,No,45
Lender 139,Auto,370000,670,Louisiana,No,No,20
Lender 69,Home Equity,330000,650,South Dakota,Yes,No,31
Lender 315,ReFi,320000,750,Oregon,No,No,24
Lender 26,ReFi,350000,680,Alaska,Yes,Yes,7
Lender 60,Home Equity,230000,720,Missouri,No,No,11
Lender 2,Purchase,330000,640,Pennsylvania,Yes,No,8
Lender 66,ReFi,310000,750,Oregon,No,Yes,27
Lender 338,ReFi,300000,770,Ohio,No,No,25
Lender 190,Purchase,300000,670,New York,Yes,Yes,11
Lender 243,ReFi,300000,710,Hawaii,No,Yes,10
Lender 366,Home Equity,250000,670,Iowa,Yes,Yes,24
Lender 215,ReFi,250000,680,Kentucky,Yes,Yes,16
Lender 189,Purchase,310000,700,New Hampshire,No,No,35
Lender 57,ReFi,380000,710,Arizona,Yes,Yes,35
Lender 276,ReFi,230000,630,Texas,No,Yes,21
Lender 165,Auto,310000,750,Maine,No,No,10
Lender 263,Auto,310000,720,Maryland,Yes,No,5
Lender 208,Home Equity,320000,700,Wisconsin,Yes,Yes,39
Lender 129,ReFi,340000,700,Oklahoma,Yes,No,6
Lender 7,ReFi,310000,720,New Hampshire,No,No,44
Lender 306,Auto,300000,660,Nevada,No,Yes,0
Lender 32,Home Equity,320000,650,Oklahoma,No,No,46
Lender 17,Auto,260000,720,Pennsylvania,Yes,Yes,5
Lender 236,Auto,320000,680,Washington,No,Yes,24
Lender 40,Home Equity,250000,640,Nevada,No,Yes,3
Lender 233,Home Equity,330000,680,Iowa,No,Yes,42
Lender 60,Auto,320000,730,Iowa,Yes,Yes,20
Lender 129,Purchase,270000,620,New Hampshire,Yes,Yes,43
Lender 326,Auto,270000,640,Connecticut,Yes,No,9
Lender 23,Auto,250000,660,Georgia,Yes,No,16
Lender 2,ReFi,310000,660,New Mexico,No,Yes,35
Lender 343,ReFi,270000,620,Connecticut,Yes,No,16
Lender 120,Purchase,360000,720,New York,Yes,Yes,1
Lender 121,Purchase,310000,630,Arkansas,Yes,Yes,35
Lender 284,ReFi,290000,700,Oklahoma,Yes,No,0
Lender 24,Purchase,340000,670,Delaware,No,Yes,20
Lender 305,Auto,340000,680,Virginia,Yes,No,31
Lender 307,ReFi,280000,620,Oklahoma,No,Yes,23
Lender 69,Purchase,360000,680,South Dakota,Yes,Yes,1
Lender 397,Home Equity,270000,670,Oklahoma,No,No,37
Lender 310,ReFi,250000,710,Maryland,Yes,Yes,10
Lender 16,Auto,310000,620,Massachusetts,No,No,26
Lender 97,Purchase,290000,570,Wisconsin,Yes,Yes,47
Lender 71,Purchase,280000,650,Iowa,Yes,No,6
Lender 355,Auto,340000,760,Indiana,No,No,25
Lender 396,ReFi,260000,680,Arizona,Yes,Yes,48
Lender 57,Home Equity,300000,660,Wyoming,No,No,42
Lender 36,ReFi,320000,640,Mississippi,Yes,No,49
Lender 24,Auto,360000,770,Tennessee,No,Yes,10
Lender 189,Auto,350000,610,Maryland,No,No,9
Lender 157,Home Equity,310000,700,Virginia,No,No,48
Lender 7,ReFi,310000,750,Nevada,No,No,35
Lender 88,Purchase,270000,670,Alabama,Yes,Yes,14
Lender 241,Auto,300000,660,Delaware,Yes,Yes,23
Lender 179,Home Equity,250000,710,Iowa,Yes,No,47
Lender 238,Auto,230000,640,Indiana,Yes,No,13
Lender 275,Home Equity,230000,730,Delaware,Yes,Yes,46
Lender 113,ReFi,390000,610,Maryland,No,Yes,1
Lender 157,Home Equity,280000,790,Mississippi,No,Yes,32
Lender 86,Home Equity,370000,660,Oklahoma,No,Yes,24
Lender 137,Auto,240000,620,Hawaii,No,Yes,28
